popn	len	wt
31	334	405
31	470	1174
31	323	360
31	479	1039
31	444	858
31	341	360
31	330	360
31	333	360
31	432	814
31	342	402
32	581	2125
32	556	2225
32	490	1250
32	473	1100
32	556	1950
32	583	2400
32	347	525
32	330	550
32	330	500
32	320	318
32	545	1700
32	580	2550
32	445	1100
32	580	2400
32	290	300
32	402	625
32	419	875
32	472	1150
32	434	850
32	532	1725
32	552	2050
32	432	825
32	320	400
32	345	550
32	553	2125
32	292	232
32	306	350
32	545	1850
32	333	375
32	300	260
32	518	1425
32	500	1675
32	558	2050
32	590	2400
32	520	1400
32	590	2200
32	335	500
32	335	500
32	425	700
32	320	550
32	398	675
32	440	1250
32	522	1425
32	537	1850
32	417	875
32	213	275
32	416	775
32	515	1675
32	570	2250
32	595	2250
32	385	650
32	295	268
32	403	675
32	362	550
32	414	725
32	576	2700
32	547	2100
32	455	925
32	321	475
32	309	300
32	294	230
32	420	800
32	335	525
32	298	260
32	453	775
32	568	2350
32	320	450
32	340	350
32	561	2400
32	300	282
32	404	650
32	534	1950
32	558	2125
32	566	2150
32	432	875
32	534	1850
32	474	1175
32	332	350
32	306	400
32	448	925
32	475	1075
32	318	425
32	411	750
32	276	216
32	440	950
32	480	1300
32	337	500
32	270	225
32	560	2250
32	544	2050
32	421	800
32	353	600
32	465	1125
32	298	272
32	444	900
32	470	1225
32	415	725
32	320	400
32	575	2225
32	547	1725
32	560	2250
32	290	235
32	520	1500
32	290	325
32	293	244
32	311	312
32	417	750
32	327	450
32	449	800
32	486	1250
33	457	904
33	460	953
33	432	863
33	467	817
33	432	863
33	354	485
33	555	1720
33	340	386
33	425	681
33	445	817
33	453	1022
33	469	1022
33	442	795
33	329	339
33	441	568
33	329	339
33	453	1022
33	401	545
33	457	904
33	457	953
33	480	953
33	427	726
33	436	817
33	421	681
33	442	863
33	421	681
33	467	817
33	447	794
33	340	386
33	354	485
33	456	902
33	441	953
33	444	953
33	415	726
33	401	545
33	397	499
33	415	726
33	415	681
33	454	902
34	592	1589
34	580	1930
34	463	908
34	574	1816
34	316	286
34	573	1816
34	535	1703
34	568	1816
34	607	2611
34	566	2157
34	601	2157
34	591	2157
34	560	1816
34	591	1816
34	556	1703
34	583	1930
34	551	1703
34	482	1194
34	543	1648
34	605	2102
34	550	1843
34	591	1989
34	526	1362
34	461	908
34	515	1280
34	600	2102
34	608	2497
34	584	1875
34	512	1703
35	447	772
35	444	859
35	399	363
35	338	363
35	450	681
35	460	953
35	467	953
35	447	769
35	427	681
35	485	1129
35	361	405
35	460	949
35	391	545
35	445	863
35	432	863
35	363	409
35	407	636
35	572	2134
35	415	634
35	463	906
35	419	636
35	382	454
35	431	859
35	480	1174
35	465	681
35	363	409
35	269	136
35	485	1135
35	381	499
35	381	499
35	462	908
35	323	272
35	419	634
35	515	1362
35	362	405
35	515	1360
35	323	188
35	515	1360
35	480	1180
35	480	1174
35	396	499
35	417	636
35	396	545
35	353	409
36	456	1060
36	500	876
36	554	1906
36	448	975
36	475	1125
36	428	825
36	366	420
36	346	425
36	437	810
36	378	575
36	364	386
36	392	675
36	710	3450
36	401	540
36	366	402
36	435	850
36	345	342
36	398	500
36	445	1100
36	435	800
36	443	850
36	435	800
36	451	1000
36	434	775
36	640	2950
36	431	760
36	442	900
36	430	840
36	380	486
36	412	800
36	251	122
36	430	681
36	453	1050
36	266	114
36	354	400
36	447	850
36	460	1225
36	446	875
36	455	965
36	498	1600
36	447	774
36	376	500
36	465	1100
36	448	900
36	469	1000
36	503	1425
36	583	2350
36	504	1420
36	571	2290
36	346	375
36	504	1275
36	343	375
36	440	850
36	337	315
36	351	389
36	411	556
36	555	2000
36	322	300
36	554	1900
36	324	380
36	345	345
36	510	1475
36	437	825
36	510	1150
36	266	148
36	235	120
36	320	290
36	250	139
36	413	750
36	252	135
36	380	420
36	466	1081
36	372	551
36	415	640
36	725	4222
36	411	530
36	325	339
36	446	908
36	638	2650
36	481	1175
36	456	875
36	522	1475
36	354	420
36	412	530
36	258	129
36	363	413
36	468	1175
36	367	454
36	463	1010
36	368	454
36	440	950
36	310	252
36	470	1010
36	481	1250
36	346	380
36	483	1150
36	266	138
36	530	1600
36	568	1816
36	412	528
36	374	499
36	425	840
36	375	482
36	424	805
36	453	900
36	489	1075
36	605	1902
36	520	1653
36	472	750
36	361	370
36	386	442
36	422	825
36	302	243
36	420	860
36	365	478
36	519	1515
36	376	464
36	420	726
36	588	2350
36	532	1589
36	387	462
36	760	3950
36	280	150
36	500	1225
36	561	1675
36	460	1050
36	390	650
36	375	575
37	554	1725
37	597	2361
37	526	1362
37	566	1907
37	688	3904
37	554	1589
37	572	1816
37	572	1861
37	653	2724
37	584	2043
37	688	3587
37	556	1998
37	617	2724
37	599	2043
37	645	2951
37	518	1271
37	688	3768
37	551	1453
37	632	2951
37	584	1907
37	643	2633
37	569	1861
37	632	2860
37	587	1907
37	653	2906
37	495	1135
37	638	2497
37	678	3632
37	653	3178
37	526	1407
38	450	994
38	480	990
38	428	814
38	476	1085
38	448	906
38	406	500
38	460	949
38	446	814
38	460	949
38	444	949
38	436	814
38	321	360
38	382	589
38	453	634
38	406	634
38	368	499
38	328	270
38	573	1990
38	505	1334
38	419	499
38	312	270
38	435	814
38	522	1509
38	425	636
38	396	589
38	519	1205
38	331	315
38	446	906
38	296	270
38	440	814
38	335	360
38	544	1675
38	444	859
38	354	405
38	416	724
38	335	360
38	550	1900
38	464	1039
38	482	724
38	396	589
38	516	1560
38	312	270
38	412	724
38	466	1129
38	371	499
38	296	270
38	354	405
38	467	906
38	533	1585
38	448	949
38	447	994
38	482	725
39	572	2100
39	449	925
39	524	1375
39	505	1200
39	650	3400
39	646	2650
39	642	3300
39	392	650
39	640	3325
39	570	1975
39	648	3275
39	580	2025
39	648	3200
39	596	2050
39	630	3100
39	442	925
39	600	2800
39	557	2150
39	308	285
39	290	245
39	572	1825
39	575	1725
39	570	2200
39	590	2150
39	515	2100
39	605	2425
39	409	750
39	630	2850
39	597	2100
39	650	3500
39	600	2350
39	400	700
39	560	1800
39	552	1800
39	543	1900
39	287	250
39	549	1800
39	294	250
39	659	3550
39	565	2050
39	270	208
39	680	3600
39	265	160
39	275	220
39	557	1900
39	612	2700
39	250	141
39	675	3750
39	225	102
39	423	750
39	394	625
39	554	1875
39	592	2100
39	445	900
39	407	725
39	228	102
39	442	825
39	420	775
39	318	298
39	656	2875
39	611	2550
39	589	2275
39	640	3150
39	654	3600
40	640	3500
40	602	2406
40	437	1022
40	417	726
40	512	1589
40	546	1544
40	508	1271
40	351	363
40	525	1544
40	420	800
40	544	1816
40	353	590
40	276	350
40	330	363
40	565	1952
40	643	3500
41	452	737
41	439	1089
41	345	360
41	578	1701
41	420	710
41	460	1135
41	515	1362
41	460	1049
41	504	1248
41	460	1021
41	537	1361
41	439	1089
41	493	1362
41	255	161
41	490	1248
41	463	964
41	485	1248
41	456	1271
41	481	1271
41	440	908
41	552	1644
41	452	880
41	435	851
41	441	964
41	522	1390
41	382	475
41	430	879
41	455	908
41	447	993
41	445	737
41	543	1134
41	472	880
41	480	1362
41	558	1758
41	436	908
41	493	1134
41	500	1248
41	445	908
41	391	440
41	450	908
41	520	1475
41	478	1022
41	492	1248
41	450	908
41	447	1089
42	472	970
42	497	1210
42	454	830
42	605	2230
42	511	1400
42	484	1160
42	509	1300
42	459	980
42	479	1060
42	505	1230
42	477	1010
42	575	1840
42	544	1730
42	513	1350
42	462	1010
42	447	910
42	485	940
42	520	1450
42	479	1050
42	588	2060
42	520	1270
42	477	950
42	471	980
42	485	1050
42	458	830
42	524	1370
42	480	1150
42	463	1010
42	487	1170
42	526	1300
42	435	800
42	496	1160
42	530	1510
42	455	900
42	481	1100
42	507	1200
42	495	1200
42	540	1520
42	476	1080
42	495	1130
42	465	930
42	479	1050
42	490	1120
42	610	2470
42	510	1250
42	475	1040
42	513	1270
42	487	1140
42	495	1150
42	479	1040
42	500	1260
42	533	1530
42	490	1040
42	518	1370
42	533	1500
42	490	1040
42	495	1130
42	507	1190
42	462	910
42	497	1200
42	481	1070
42	506	1200
42	510	1370
42	540	1420
42	496	1120
42	498	1120
42	491	1100
42	500	1200
42	491	1900
42	518	1360
42	501	1250
42	507	1280
42	450	920
42	513	1190
42	471	980
42	496	1120
42	466	920
42	516	1220
42	513	1300
42	511	1250
42	439	880
42	515	1240
42	501	1260
42	497	1190
42	510	1160
42	515	1310
42	493	1130
42	490	940
42	491	1080
42	491	1010
42	472	910
42	500	1170
42	519	1320
42	486	1030
42	493	1040
42	484	1040
42	449	850
42	464	830
42	508	1070
42	458	750
42	510	1080
42	467	910
42	318	240
42	475	820
42	433	690
42	528	1430
42	426	850
42	496	1330
42	461	960
42	490	950
42	542	1810
42	481	950
42	490	1020
42	510	1220
42	482	1030
42	441	790
42	504	1110
42	470	930
42	506	1100
42	556	1530
42	522	1220
42	479	950
42	468	910
42	479	960
42	546	1480
42	574	1820
42	502	1150
42	485	1000
42	484	1000
42	590	2000
42	453	850
42	491	1100
42	463	840
42	476	1020
42	474	980
42	304	250
42	496	1140
42	527	1320
42	476	930
42	545	1450
42	478	1060
42	530	1220
42	475	980
42	497	1130
42	501	1160
42	520	1260
42	447	890
42	483	1200
42	501	1160
42	478	970
42	485	1100
42	517	1260
42	509	1390
42	499	980
42	474	1000
42	479	1000
42	533	1410
42	479	1100
42	450	890
42	442	860
42	524	1340
42	588	1940
42	507	1250
42	527	1350
42	462	880
42	488	1080
42	472	920
42	465	1050
42	469	980
42	490	1060
42	475	1000
42	490	1040
42	499	1030
42	471	1050
42	537	1320
42	481	950
42	509	1120
42	472	900
42	435	770
42	495	1110
42	425	740
42	601	2310
42	504	1200
42	502	1040
42	483	1030
42	480	1020
42	477	990
42	313	260
42	488	1000
42	466	900
42	479	940
42	472	910
42	472	990
42	513	1200
42	512	1370
42	475	1000
42	464	980
42	475	1050
42	452	920
42	466	1000
42	447	780
42	457	850
42	533	1330
42	540	1510
42	520	1340
42	490	1050
42	540	1470
42	478	990
42	485	1110
42	490	1090
42	475	1020
42	490	1090
42	507	1260
42	504	1150
42	538	1430
42	540	1290
42	520	1240
42	503	1090
42	505	1060
42	505	1290
42	528	1470
42	486	1080
42	460	930
42	519	1200
42	546	1540
42	489	950
42	520	1260
42	474	890
42	545	1570
42	462	930
42	290	230
42	511	1160
42	452	820
42	501	1070
42	287	210
42	478	1040
42	493	1160
42	492	1100
42	522	1220
42	503	1130
42	510	1100
42	474	920
42	458	990
42	554	1550
42	483	1010
42	618	2320
42	460	840
42	590	2010
42	477	1040
42	502	1230
42	495	1180
42	432	650
42	501	1170
42	505	1180
42	484	1160
42	330	340
42	588	1730
42	492	1180
42	498	1100
42	462	820
42	545	1460
42	520	1320
42	529	1260
42	510	1060
42	505	1210
42	502	1090
42	518	1340
42	466	920
42	542	1740
42	520	1310
42	492	1000
42	488	980
42	472	940
42	488	1150
42	503	1110
42	450	880
42	502	1220
42	488	1000
42	508	1130
42	500	1040
42	502	1100
42	492	1050
42	472	980
42	430	590
42	475	970
42	296	200
42	512	1250
42	520	1320
42	490	900
42	488	1040
42	490	940
42	459	830
42	510	1180
42	495	1040
42	470	1050
42	520	1260
42	458	900
42	490	1040
42	520	1370
42	500	1120
42	305	270
42	535	1340
42	475	990
42	595	2030
42	482	920
42	510	1280
42	510	1100
42	480	960
42	460	860
42	560	1680
42	470	990
42	515	1250
42	335	290
42	472	1200
42	525	1220
42	518	1400
42	450	790
42	487	1000
42	470	850
42	480	910
42	490	1100
42	488	980
42	535	1460
42	542	1380
42	556	1550
42	505	990
42	530	1370
42	502	1060
42	480	1100
42	482	1140
42	490	1200
42	426	690
42	537	1350
42	510	1260
42	475	1010
42	522	1260
42	482	980
42	481	960
42	505	1020
42	450	770
42	335	330
42	480	980
42	517	1590
42	540	1380
42	479	1040
42	477	1000
42	533	1380
42	515	1260
42	463	920
42	571	2060
42	499	1150
42	513	1270
42	454	930
42	572	1820
42	515	1300
42	535	1410
42	483	930
42	471	950
42	603	2100
42	472	1000
42	527	1260
42	254	120
42	510	1140
42	585	1700
42	487	1100
42	530	1520
42	482	1170
42	483	1120
42	502	1150
42	514	1250
42	490	1150
42	603	2190
42	509	1230
42	510	1280
42	585	1830
42	488	1150
42	503	1170
42	601	2130
42	468	1030
42	484	1030
42	513	1200
42	469	950
42	507	1060
42	499	1190
42	482	1040
42	470	970
42	482	1030
42	515	1270
42	468	920
42	357	340
42	439	910
42	509	1210
42	580	2000
42	527	1270
42	429	730
42	475	930
42	506	1160
42	494	1110
42	508	1160
42	481	1090
42	509	1220
42	510	1080
42	489	1030
42	477	1030
42	511	1360
42	501	1250
42	478	940
42	480	1110
42	506	1080
42	460	860
42	456	750
42	483	1020
42	488	1030
42	495	1160
42	510	1240
42	503	1170
42	470	1000
42	522	1280
42	556	1640
42	555	1750
42	560	1760
42	475	920
42	439	750
42	503	1140
42	461	840
42	514	1220
42	496	1060
42	573	1560
42	555	1710
42	475	940
42	487	1030
42	560	1650
42	510	1130
42	634	2510
42	510	1190
42	592	1900
42	460	920
42	564	1730
42	507	1300
42	511	1280
42	550	1570
42	482	990
42	505	1100
42	489	1010
42	482	960
42	321	280
42	615	2150
42	581	1910
42	463	970
42	512	1230
42	499	1130
42	295	220
42	451	880
42	500	1170
42	564	1710
42	574	1020
42	486	1120
42	564	1710
42	494	1010
42	290	200
42	550	1570
42	538	1310
42	501	1180
42	450	790
42	505	1220
42	551	1470
42	550	1450
42	492	1000
42	482	1060
42	491	1030
42	694	4200
42	641	3770
42	641	3250
42	500	1320
42	595	2000
42	617	2220
42	569	1990
42	705	3930
42	513	1360
42	559	1950
42	508	1330
42	517	1440
42	575	1890
42	688	4230
42	492	1120
42	659	3170
42	623	2830
42	490	1220
42	524	1480
42	548	1680
42	665	3130
42	668	3560
42	567	1740
42	609	2310
42	781	5250
42	703	4050
42	661	3150
42	719	4150
42	581	2310
42	713	4200
42	745	4520
42	588	1960
42	645	2240
42	703	3650
42	540	1730
42	646	2590
42	603	2250
42	542	1620
42	533	1790
42	729	4250
42	501	1260
42	728	4800
42	649	2660
42	759	5410
42	610	2300
42	543	1920
42	550	1700
42	497	1080
42	726	4580
42	649	3040
42	661	2990
42	529	1460
42	592	2170
42	663	3220
42	562	1880
42	505	1500
42	574	2220
42	584	2170
42	658	3660
42	621	2830
42	509	1240
42	495	1220
42	670	4020
42	505	1420
42	498	1360
42	580	2280
42	655	3700
42	670	3590
42	510	1610
42	717	4630
42	576	1990
42	715	4600
42	725	4340
42	635	2870
42	680	3580
42	585	2190
42	551	1890
42	523	1420
42	553	1820
42	562	1810
42	605	2570
42	697	3650
42	741	5120
42	552	1650
42	616	2710
42	552	1830
42	610	2340
42	546	1660
42	710	4270
42	615	2320
42	672	4030
42	682	3610
42	694	3750
42	556	1750
42	618	2950
42	610	2510
42	663	3110
42	631	3020
42	638	3180
42	692	4160
42	560	1660
42	535	1350
42	590	2260
42	560	1770
42	510	1420
42	630	2330
42	548	1480
42	585	2280
42	535	1530
42	550	1770
42	615	2790
42	510	1260
42	545	1900
42	690	3400
42	550	1610
42	565	1750
42	620	2590
42	562	1800
42	515	1570
42	570	2500
42	545	1700
42	539	1600
42	567	1850
42	562	1800
42	680	3140
42	577	1860
42	698	3700
42	560	1980
42	545	1570
42	635	3000
42	595	3490
42	640	3930
42	560	1980
42	590	2030
42	689	3800
42	580	1910
42	630	2790
42	553	1850
42	551	2130
42	579	2080
42	603	2360
42	528	1670
42	620	2340
42	620	2270
42	633	2920
42	685	3720
42	703	3950
42	588	2350
42	568	1670
42	660	4010
42	506	1620
42	490	1190
42	720	3980
42	585	2430
42	645	2620
42	641	2960
42	525	1530
42	705	3280
42	507	1240
42	724	4600
42	689	3610
42	635	3250
42	555	1730
42	535	1690
42	623	3450
42	548	1540
42	630	2570
42	602	2280
42	592	2470
42	501	1410
42	507	1310
42	555	1910
42	688	3890
42	667	3880
42	508	1360
42	724	4840
42	711	4030
42	522	1420
42	578	2370
42	541	1830
42	509	1500
42	570	1930
42	650	2990
42	612	2800
42	476	1170
42	473	1190
42	540	1680
42	542	1740
42	566	2040
42	581	2090
42	576	2100
42	656	2980
42	725	5050
42	655	3580
42	540	1700
42	556	2050
42	591	2480
42	680	3960
42	576	2210
42	562	1860
42	623	2720
42	509	1580
42	606	2340
42	764	5140
42	493	1160
42	499	1070
42	492	1020
42	619	2890
42	493	1360
42	689	4130
42	696	4430
42	530	1570
42	558	1900
42	694	3990
42	737	4560
42	660	3630
42	693	4390
42	694	4030
42	711	4490
42	562	3110
42	564	1840
42	603	2400
42	608	2510
42	587	2080
42	653	3000
42	681	3700
42	527	1540
42	687	3570
42	652	3280
42	564	1980
42	690	3280
42	637	3470
42	639	3040
42	735	4460
42	705	4100
42	715	4710
42	704	4200
42	520	1550
42	493	1420
42	705	3980
42	532	1480
42	691	4110
42	682	3930
42	556	1860
42	581	2140
42	697	4080
42	527	1610
42	682	3460
42	633	2870
42	637	3160
42	650	3220
42	560	1880
42	696	4010
42	612	2410
42	592	2410
42	714	4120
42	612	2550
42	503	1530
42	563	1710
42	628	2640
42	562	2000
42	558	2020
42	492	1300
42	587	2310
42	600	2600
42	695	4620
42	594	2430
42	654	3760
42	511	1460
42	685	4160
42	566	1930
42	573	2280
42	561	2020
42	634	2800
42	600	2580
42	591	2310
42	667	3350
42	565	1920
42	626	2900
42	564	1710
42	594	2150
42	649	3340
42	518	1410
42	672	3440
42	524	1620
42	710	4280
42	540	1350
42	556	1870
42	544	1480
42	607	2380
42	570	2020
42	624	2590
42	665	3930
42	705	4310
42	670	3440
42	630	3150
42	665	3500
42	707	4850
42	546	1590
42	693	4030
42	678	3940
42	730	4630
42	497	1020
42	377	460
42	519	1180
42	530	1365
42	515	1230
42	549	1460
42	560	1600
42	472	895
42	366	425
42	368	395
42	338	325
42	375	430
42	536	1410
42	390	535
42	514	1315
42	383	455
42	320	240
42	548	1540
42	404	595
42	357	395
42	433	690
42	541	1470
42	345	420
42	310	270
42	390	550
42	387	490
42	542	1480
42	369	460
42	280	190
42	354	360
42	510	1160
42	459	800
42	577	1770
42	506	1330
42	455	940
42	532	1380
42	559	1560
42	377	470
42	385	520
42	326	290
42	560	1380
42	534	1350
42	471	840
42	536	1440
42	354	390
42	459	880
42	515	1130
42	468	930
42	485	940
42	516	1310
42	512	1100
42	515	1310
42	538	1320
42	604	2080
42	318	260
42	355	410
42	296	220
42	530	1450
42	509	1250
42	370	440
42	361	390
42	541	1495
42	493	1055
42	287	205
42	346	335
42	523	1150
42	355	400
42	533	1370
42	584	1955
42	490	980
42	536	1590
42	551	1690
42	545	1460
42	510	1190
42	510	1260
42	492	1030
42	518	1200
42	418	690
42	491	1060
42	486	1070
42	485	1055
42	570	1560
42	508	1050
42	560	1520
42	525	1300
42	512	1295
42	512	1280
42	518	1210
42	385	510
42	470	1010
42	485	1110
42	385	510
42	345	370
42	337	310
42	510	1200
42	488	1100
42	527	1300
42	530	1270
42	525	1350
42	572	1580
42	575	1720
42	536	1380
42	494	1100
42	532	1310
42	512	1260
42	513	1230
42	562	1540
42	399	640
42	550	1630
42	570	1780
42	307	260
42	578	1440
42	554	1520
42	517	1310
42	535	1230
42	393	560
42	530	1290
42	617	2050
42	492	1130
42	500	1060
42	346	370
42	550	1440
42	590	1970
42	268	180
42	269	178
42	230	102
42	273	182
42	242	126
42	350	380
42	244	134
42	350	396
42	245	131
42	351	398
42	248	131
42	353	428
42	248	145
42	353	445
42	254	165
42	354	458
42	256	160
42	358	411
42	259	153
42	361	430
42	262	158
42	363	488
42	267	173
42	365	458
42	232	110
42	365	458
42	245	130
42	366	436
42	248	135
42	367	457
42	256	153
42	367	471
42	261	168
42	368	468
42	372	454
42	368	488
42	245	138
42	368	525
42	257	155
42	371	477
42	243	132
42	262	165
42	252	152
42	372	475
42	703	3920
42	241	118
42	237	138
42	380	595
42	724	4250
42	391	440
42	204	62
42	393	570
42	208	72
42	400	630
42	220	88
42	408	730
42	223	86
42	464	1070
42	224	86
42	497	1320
42	227	108
42	499	1310
42	228	98
42	570	2100
42	231	111
42	612	2610
42	241	125
42	647	2900
42	249	138
42	649	2870
42	203	64
42	676	3670
42	209	74
42	687	3390
42	224	92
42	692	3120
42	228	96
42	692	3620
42	237	136
42	703	3540
42	259	142
42	705	3840
42	221	89
42	705	3950
42	231	100
42	710	3660
42	207	80
42	248	138
42	227	86
42	723	4920
42	385	660
42	246	110
42	215	90
42	514	1320
42	601	2410
42	198	66
42	625	2410
42	196	80
42	650	2990
42	196	62
42	718	4200
42	188	58
42	207	80
42	186	52
42	207	82
42	177	52
42	214	76
42	175	46
42	214	92
42	388	560
42	172	42
42	286	208
42	388	590
42	394	495
42	390	630
42	395	600
42	200	70
42	400	640
42	216	81
42	404	532
42	218	98
42	408	600
42	222	88
42	415	650
42	222	95
42	416	660
42	223	100
42	422	700
42	223	105
42	430	710
42	225	105
42	435	760
42	228	125
42	446	820
42	232	106
42	447	940
42	233	101
42	460	970
42	236	108
42	464	1020
42	236	112
42	471	1140
42	237	105
42	475	970
42	240	118
42	497	1250
42	245	112
42	502	1330
42	207	76
42	197	67
42	246	112
42	188	68
42	249	125
42	177	57
42	250	135
42	393	535
42	251	124
42	397	610
42	252	140
42	405	640
42	388	547
42	415	710
42	385	550
42	427	700
42	253	130
42	435	800
42	256	157
42	458	940
42	261	159
42	467	960
42	262	145
42	475	1040
42	263	142
42	207	78
42	264	162
42	187	55
42	268	173
42	395	580
42	270	165
42	411	660
42	432	810
42	273	180
42	462	1010
42	275	202
42	500	1310
42	277	195
42	177	42
42	281	190
42	416	700
42	281	200
42	472	1190
42	281	218
42	403	600
42	196	68
42	446	880
42	285	198
42	517	1500
42	540	950
42	675	3480
42	730	4330
42	646	2550
42	196	60
42	405	620
42	449	825
42	677	2880
42	649	3290
42	662	3000
42	356	436
42	742	4110
42	334	328
42	750	4270
42	725	3610
42	394	590
42	519	1470
42	534	1580
42	470	1000
42	611	2380
42	667	3300
42	687	3925
42	384	580
42	653	3140
42	479	1070
42	514	1210
42	374	420
42	217	78
42	690	3540
42	208	70
42	740	4090
42	213	79
42	712	3740
42	362	400
42	209	72
42	375	475
42	211	64
42	542	1550
42	229	94
42	687	3110
42	366	400
42	389	500
42	230	94
42	677	3190
42	205	64
42	204	65
42	701	3010
42	545	1750
42	716	3870
42	387	550
42	381	540
42	550	1800
42	682	3610
42	509	1310
42	258	145
42	716	4070
42	596	2230
42	628	2840
42	219	86
42	628	3100
42	227	82
42	637	3000
42	351	382
42	648	3040
42	443	890
42	671	3370
42	447	870
42	672	3310
42	456	930
42	676	2820
42	468	1000
42	678	3640
42	487	1070
42	679	3380
42	500	1210
42	681	2680
42	510	1310
42	681	3410
42	535	1520
42	693	3580
42	562	2100
42	700	3880
42	574	1980
42	701	3940
42	586	2400
42	721	3880
42	215	70
42	720	3200
42	342	360
42	724	3950
42	446	890
42	733	4500
42	457	940
42	591	2150
42	491	1210
42	222	74
42	510	1315
42	379	530
42	564	2000
42	452	905
42	503	1290
42	581	2000
42	545	1820
42	485	1065
42	667	3140
42	192	52
42	324	314
42	743	3600
42	639	2710
42	696	2910
42	659	2800
42	447	920
42	365	358
42	686	3170
42	504	1310
42	260	145
42	736	4460
42	258	148
42	425	800
42	257	148
42	415	840
42	256	138
42	411	680
42	255	150
42	405	620
42	255	140
42	404	600
42	251	141
42	400	700
42	250	142
42	396	590
42	248	125
42	392	590
42	247	125
42	386	590
42	246	130
42	383	510
42	246	124
42	381	530
42	242	134
42	377	530
42	239	100
42	373	500
42	238	96
42	372	520
42	235	112
42	371	450
42	234	103
42	365	482
42	233	110
42	362	420
42	228	122
42	358	462
42	228	104
42	348	525
42	227	82
42	281	180
42	222	82
42	276	190
42	220	80
42	275	162
42	365	470
42	372	455
42	369	500
42	262	168
42	268	158
42	261	148
42	360	442
42	461	1050
42	358	450
42	414	640
42	291	270
42	404	680
42	276	190
42	397	620
42	276	185
42	391	590
42	272	178
42	381	660
42	270	168
42	374	510
42	721	3430
42	471	1000
42	675	3420
42	260	150
42	645	2480
42	408	740
42	511	1380
42	395	580
42	511	1280
42	378	460
42	465	1000
42	261	160
42	502	1250
42	404	730
42	494	1230
42	373	480
42	383	580
42	418	740
42	487	1120
42	638	2370
42	215	75
42	706	4220
42	635	2650
42	632	2620
42	360	430
42	233	96
42	702	3470
42	616	2370
42	638	2710
42	575	1780
42	368	490
42	718	4210
42	754	5010
42	552	1500
42	756	4880
42	680	3640
42	712	4640
42	590	2250
42	706	5260
42	620	2580
42	659	3350
42	648	2910
42	651	2550
42	720	4920
42	630	2930
42	610	2240
42	645	3290
42	585	2150
42	582	2130
42	592	2160
42	649	3160
42	665	3350
42	600	2360
42	633	2570
42	607	2340
42	731	4360
42	653	3150
42	708	3850
42	677	3810
42	699	3930
42	584	2100
42	606	2370
42	681	4370
42	645	3180
42	685	4330
42	720	4450
42	600	2310
42	674	4080
42	661	3460
42	591	2100
42	694	4050
42	570	2030
42	612	2460
42	585	1970
42	607	2500
42	599	2230
42	608	2270
42	610	2390
42	620	2480
42	597	2290
42	746	4630
42	615	2250
42	711	2340
42	584	2240
42	701	3840
42	719	4780
42	587	2170
42	707	4580
42	736	4900
42	716	3830
42	603	2270
42	705	4060
42	595	2090
42	583	2030
42	675	3690
42	544	1690
42	748	5730
42	635	3070
42	641	3040
42	678	3260
42	582	2110
42	698	4210
42	585	1930
42	727	4950
42	640	2850
42	605	2130
42	577	2190
42	712	4690
42	623	2640
42	644	2660
42	706	4230
42	670	3090
42	598	2340
42	663	3560
42	709	4280
42	553	2040
42	573	2000
42	623	2580
42	620	2740
42	706	3630
42	656	3220
42	636	2850
42	567	1830
42	717	4070
42	657	3380
42	687	3670
42	569	1780
42	602	2130
42	686	4000
42	578	1750
42	609	2640
42	575	2510
42	680	2800
42	565	1850
42	571	2000
42	683	3780
42	600	2430
42	692	4020
42	603	2260
42	607	2260
42	562	1740
42	556	1920
42	580	1870
42	734	4440
42	561	1890
42	681	3640
42	620	2590
42	598	2400
42	700	3830
42	719	4250
42	635	3000
42	648	2700
42	695	4750
42	677	3250
42	591	2130
42	610	2430
42	586	2080
42	648	2930
42	653	2950
42	724	4420
42	627	2630
42	556	1790
42	688	3880
42	570	2100
42	595	2460
42	562	1970
42	679	3470
42	596	2120
42	630	2750
42	680	3620
42	607	2450
42	702	4460
42	680	2170
42	602	2270
42	570	2080
42	552	1840
42	590	2220
42	589	2100
42	563	1890
42	709	4160
42	600	1980
42	598	2450
42	721	4240
42	660	2800
42	623	2310
42	550	2030
42	618	2660
42	658	3410
42	597	1940
42	693	3720
42	645	2440
42	681	3860
42	715	4380
42	616	2580
42	706	3980
42	704	4270
42	605	2370
42	666	3430
42	603	1880
42	705	4420
42	637	3170
42	623	2530
42	622	2470
42	686	3520
42	630	2410
42	589	1750
42	707	4500
42	642	2960
42	720	4020
42	760	5160
42	570	1820
42	605	2270
42	580	1610
42	717	3830
42	669	3040
42	690	3210
42	597	1780
42	693	3850
42	680	4090
42	722	4910
42	637	2610
42	534	1860
42	617	2620
42	613	2320
42	613	2400
42	562	1820
42	620	2740
42	568	1640
42	607	2280
42	532	1560
42	580	2020
42	591	2250
42	604	2230
42	676	3770
42	617	2460
42	711	4420
42	642	2970
42	607	2230
42	633	3150
42	665	3060
42	672	3410
42	722	4940
42	556	1800
42	655	2730
42	580	2000
42	687	3700
42	551	1740
42	675	3470
42	590	2000
42	725	5080
42	710	4020
42	680	3470
42	713	4140
42	467	1080
42	617	2470
42	637	2400
42	691	3430
42	715	4960
42	556	1920
42	626	2950
42	600	2365
42	620	3450
42	680	3100
42	685	3800
42	608	2050
42	650	3410
42	634	2800
42	717	4200
42	630	2390
42	654	3080
