species,lake,gear,yearcap,fish,agecap,lencap,anu1,anu2,anu3,anu4,anu5,anu6,anu7,anu8,anu9,anu10,anu11,anu12,radcap
SMB,WB,E,1990,720,7,286,1.64741,2.99554,3.89643,5.01366,6.28043,7.44345,8.6666,NA,NA,NA,NA,NA,8.6666
SMB,WB,E,1990,735,7,298,1.37473,2.71787,3.61191,4.49061,5.18696,6.64652,8.5547,NA,NA,NA,NA,NA,8.5547
SMB,WB,E,1990,998,7,298,1.37828,2.70647,3.60701,4.48222,5.17646,6.6224,8.54805,NA,NA,NA,NA,NA,8.54805
SMB,WB,E,1990,712,7,296,1.59186,2.78777,3.8443,5.09824,6.87115,8.54847,9.3879,NA,NA,NA,NA,NA,9.3879
SMB,WB,E,1990,714,7,290,1.51209,2.89488,3.9578,4.96166,6.0343,7.65064,9.31498,NA,NA,NA,NA,NA,9.31498
SMB,WB,E,1990,718,7,298,1.59143,2.88979,3.91397,4.93581,5.96564,7.48944,8.77705,NA,NA,NA,NA,NA,8.77705
SMB,WB,E,1990,724,7,301,1.70003,3.50852,4.71918,6.22622,7.92338,9.85004,10.61826,NA,NA,NA,NA,NA,10.61826
SMB,WB,E,1990,708,7,346,1.82314,3.35769,4.40286,5.62091,7.29173,9.10632,10.79516,NA,NA,NA,NA,NA,10.79616
SMB,WB,E,1990,701,7,312,1.55127,3.07407,4.27261,5.18839,6.98597,8.37374,9.2219,NA,NA,NA,NA,NA,9.2219
SMB,WB,E,1990,375,7,293,1.76579,3.2658,4.35377,5.41608,7.14118,8.79697,9.74397,NA,NA,NA,NA,NA,9.74397
SMB,WB,E,1990,443,7,283,1.55967,2.92977,4.08205,5.24259,6.50019,7.83353,8.57676,NA,NA,NA,NA,NA,8.57676
SMB,WB,E,1990,699,7,289,1.70546,3.08825,4.27796,5.44509,6.96773,8.02344,9.53004,NA,NA,NA,NA,NA,9.53004
SMB,WB,E,1990,429,7,279,1.65478,3.34538,4.40422,4.95059,5.73169,7.00241,8.44667,NA,NA,NA,NA,NA,8.44667
SMB,WB,E,1990,697,7,294,1.63036,2.97324,4.15717,5.01545,6.35388,8.45418,9.37099,NA,NA,NA,NA,NA,9.37099
SMB,WB,T,1988,62,7,269,1.28421,2.50319,4.15583,5.9149,7.38634,8.59126,10.50041,NA,NA,NA,NA,NA,10.50041
SMB,WB,T,1988,65,7,289,1.78099,3.0439,4.79806,6.07916,7.49292,9.15642,10.1515,NA,NA,NA,NA,NA,12.18589
SMB,WB,T,1988,66,7,281,1.22461,2.38466,3.24007,4.38341,6.10142,6.87679,7.92933,NA,NA,NA,NA,NA,8.40723
SMB,WB,T,1988,67,7,253,1.44233,2.90175,4.11249,6.01472,7.37616,9.49461,10.45238,NA,NA,NA,NA,NA,11.63354
SMB,WB,T,1988,69,7,328,1.13848,2.16273,3.54987,5.91778,9.19762,10.97428,13.6379,NA,NA,NA,NA,NA,13.6379
SMB,WB,T,1989,105,7,334,1.8378,3.51295,4.36251,5.531,7.30769,9.20642,9.8706,NA,NA,NA,NA,NA,10.44213
SMB,WB,T,1989,21,7,288,1.52231,2.6197,3.79861,5.20083,6.77904,7.93343,9.14149,NA,NA,NA,NA,NA,9.77731
SMB,WB,E,1989,5,8,279,1.29669,2.59215,3.75296,5.14866,6.08601,6.89118,8.35672,9.76653,NA,NA,NA,NA,9.76653
SMB,WB,T,1988,68,8,316,0.75102,1.86461,2.99989,4.42465,6.39601,7.50081,8.77989,9.86649,NA,NA,NA,NA,10.91823
SMB,WB,T,1989,52,8,362,1.1071,2.00294,3.391,4.63532,5.43674,6.74314,8.20594,9.8797,NA,NA,NA,NA,11.33929
SMB,WB,T,1989,26,8,268,1.09926,2.16068,2.87717,4.14105,5.17188,6.62598,7.40747,7.74959,NA,NA,NA,NA,8.77006
SMB,WB,E,1989,27,9,224,0.88733,1.77361,2.41117,3.04742,3.66593,4.16158,4.7052,5.17744,5.44937,NA,NA,NA,5.45064
SMB,WB,E,1989,21,9,303,1.15828,2.6023,3.89891,4.59994,6.42239,7.65556,8.57631,9.40689,10.50925,NA,NA,NA,10.50925
SMB,WB,E,1990,388,9,300,1.08462,2.03527,3.22724,4.63407,5.53355,6.53174,7.27807,8.0808,9.38096,NA,NA,NA,9.38096
SMB,WB,E,1990,389,9,329,1.05913,2.18769,3.55137,4.40766,5.78634,7.58178,8.32094,9.46362,10.43491,NA,NA,NA,10.43491
SMB,WB,T,1989,75,11,366,1.1822,2.08397,2.8953,3.63106,4.4825,5.41767,6.50104,7.94975,8.99376,10.18544,10.94007,NA,11.39147
SMB,WB,T,1989,37,12,448,1.33383,2.76835,4.1375,5.73544,7.30561,8.60324,10.30114,11.49149,12.50778,13.98174,15.57386,16.49403,16.66783
